AC.ID	geno	tment	Obs	HHMMSS	FTime	EBal.	Photo	Cond	Ci	FCnt	DCnt	Fo	Fm	Fo.	Fm.	Fs	Fv..Fm.	PhiPS2	Adark	RedAbs	BlueAbs	X.Blue	LeafAbs	PhiCO2	qP	qN	NPQ	ParIn.Fs	PS2.1	ETR	Trmmol	VpdL	CTleaf	Area	BLC_1	StmRat	BLCond	Tair	Tleaf	TBlk	CO2R	CO2S	H2OR	H2OS	RH_R	RH_S	Flow	PARi	PARo	Press	CsMch	HsMch	StableF	BLCslope	BLCoffst	f_parin	f_parout	alphaK	Status	fda	Trans	Tair_K	Twall_K	R.W.m2.	Tl.Ta	SVTleaf	h2o_i	h20diff	CTair	SVTair	CndTotal	vp_kPa	VpdA	CndCO2	Ci_Pa	Ci.Ca	RHsfc	C2sfc	AHs.Cs	PARabs	Fv.
1902	46	co	244	15:47:29	8460.5	0	15.4739575	0.264164722	184.5710606	8	8	0	0	464.5039063	731.3076172	589.347168	0.36483103	0.194118653	-1	0.87	0.92	9.871494293	0.874935747	0.009410894	0.532078241	1.574384214	-1	2000.850342	0.5	169.9135599	5.359799108	1.595882932	21.84931755	2	4.644859791	1	9.289719582	19.68816566	21.84931755	18.9747448	299.7927551	288.4408875	9.667509079	13.19518757	32.89242554	44.89488983	299.8615417	2000.741211	310.3721924	78.31164551	34.69758606	-0.122930348	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499307709	0.005359799	294.9993176	292.8381657	320.1185866	0.240603522	2.629219784	33.57380332	20.37861575	20.76874161	2.460680503	0.256860573	1.033336851	1.427343652	0.161178492	14.45406347	0.639892153	39.5671396	286.192182	0.021393325	1750.520006	266.8037109
1902	46	co	258	15:54:33	8884.5	0	11.09862278	0.339950533	133.2741088	9	9	0	0	461.5649414	714.0461426	584.5734863	0.353592277	0.181322534	-1	0.87	0.92	9.871494293	0.874935747	0.006916367	0.512801174	1.547011219	-1	2000.870605	0.5	158.714626	6.710101794	1.56447247	21.87320518	2	4.644859791	1	9.289719582	20.24875832	21.87320518	19.55971718	200.7151489	192.4519196	9.230986595	13.64507484	30.33582878	44.84186935	299.8826294	1999.317505	378.3199463	78.31283569	31.66534424	-0.136302769	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499413147	0.006710102	295.0232052	293.3987583	319.8907936	0.024611179	2.633056974	33.6222913	19.97721646	21.06098175	2.505300884	0.327949461	1.068584504	1.43671638	0.206013876	10.43707338	0.692505999	41.2935154	190.8390462	0.024015062	1749.274355	252.4812012
1902	46	co	282	16:05:43	9554.5	0	4.273190873	0.430920614	76.30776462	11	11	0	0	495.2556152	850.9760742	662.9042969	0.418014642	0.221007127	-1	0.87	0.92	9.871494293	0.874935747	0.003016102	0.528706664	1.718256286	-1	1988.269043	0.5	192.2328456	8.283153348	1.537814935	21.86421776	2	4.644859791	1	9.289719582	21.06939697	21.86421776	20.530756	98.92987061	95.55198669	8.518620491	13.96592712	26.61657333	43.63677597	299.8719177	1998.256836	540.0211182	78.31902313	27.98970032	-0.159949124	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499359589	0.008283153	295.0142178	294.219397	319.7210866	-0.217463826	2.631612704	33.60119418	19.63526705	21.46680737	2.568438542	0.411817698	1.093797769	1.474640773	0.259036774	5.976349583	0.798599456	42.79371841	94.93099834	0.019263015	1748.346338	355.720459
1902	46	co	293	16:10:47	9859	0	0.14564606	0.461895905	47.15828853	12	12	0	0	472.0290527	667.1835938	580.1647949	0.292505006	0.130427066	-1	0.87	0.92	9.849619865	0.87492481	0.000654044	0.445896869	1.413437563	-1	1998.006958	0.5	114.0001593	8.759330661	1.521561615	21.96111298	2	4.644859791	1	9.289719582	21.43096924	21.96111298	20.92355156	49.59318161	49.20851517	8.613587379	14.37240601	26.32360458	43.92287445	299.8336487	2002.040894	502.5355835	78.32082367	25.92251587	-0.174737751	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499168243	0.008759331	295.111113	294.5809692	320.3265358	-0.287468246	2.647220292	33.79969933	19.42729333	21.69604111	2.604714488	0.440017702	1.125658676	1.479055811	0.276896417	3.693476001	0.958335938	43.89339739	49.1873496	0.001299704	1751.635248	195.154541
1937	oil	co	114	11:43:56	3482.5	0	54.88480201	0.475133816	736.2207651	5	5	0	0	277.8640137	561.0571289	393.6723633	0.504749161	0.298338185	-1	0.87	0.92	8.938505173	0.874469253	0.03220872	0.59106227	2.019178812	-1	1984.155518	0.5	258.8207556	9.586516678	1.623797079	22.03722	2	4.644859791	1	9.289719582	20.07170868	22.03722	18.35124969	1000.384338	957.6768188	6.902854443	13.20902252	22.96354294	43.94210434	300.0201721	1984.155518	810.2352295	78.41148376	58.64500427	0.561837137	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500100861	0.009586517	295.18722	293.2217087	317.4648757	-0.507823122	2.659536134	33.91768663	20.7086641	21.05446434	2.504298108	0.45201497	1.035739055	1.468559053	0.284499293	57.72816257	0.768757007	40.51346568	949.7008534	0.02341341	1735.082992	283.1931152
1937	oil	co	131	11:52:38	4005	0	53.84888496	0.470435206	977.9289566	6	6	0	0	269.5061035	534.8845215	381.5490723	0.496141517	0.286670193	-1	0.87	0.92	8.917872429	0.874458936	0.031593417	0.577799244	1.984684259	-1	1985.325806	0.5	248.8420392	9.791169613	1.673388514	22.37794304	2	4.644859791	1	9.289719582	20.37314034	22.37794304	18.60144424	1250.749146	1206.973022	6.848339558	13.28881073	22.35956573	43.38745499	300.0108643	1985.325806	1159.700317	78.40440369	65.45921326	0.531147897	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500054321	0.00979117	295.527943	293.5231403	317.6521218	-0.545129693	2.715289795	34.63185315	21.34304242	21.37554169	2.554119451	0.447760434	1.041901281	1.51221817	0.281802795	76.67393669	0.810232655	39.90213731	1199.147598	0.017918441	1736.085892	265.378418
1937	oil	co	168	12:10:50	5106.5	0	53.52131436	0.481808755	1709.204352	8	8	0	0	269.9819336	517.4396973	389.7036133	0.478234981	0.246861779	-1	0.87	0.92	8.938505173	0.874469253	0.031256362	0.516193479	1.916571566	-1	1985.127441	0.5	214.2677428	9.256648205	1.548762551	21.21499062	2	4.644859791	1	9.289719582	19.62903595	21.21499062	17.88502502	2001.369141	1953.629272	6.411106586	12.50541019	21.91592407	42.74887848	299.9814453	1994.72644	1129.693115	78.39302063	77.52403259	0.455017984	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499907227	0.009256648	294.3649906	292.7790359	319.1562233	-0.425861735	2.52909943	32.26179333	19.75638314	20.42201328	2.408644742	0.458052014	0.980336879	1.428307863	0.288326147	133.989692	0.874886743	40.44879328	1945.851452	0.01112558	1744.326939	247.4577637
1937	oil	co	148	12:00:58	4505	0	52.8317169	0.44340314	1210.921168	7	7	0	0	270.8063965	531.3144531	387.7314453	0.490308621	0.27024111	-1	0.87	0.92	8.938505173	0.874469253	0.031003276	0.551165325	1.961971578	-1	1985.574097	0.5	234.6129949	9.204132145	1.665566251	22.00206375	2	4.644859791	1	9.289719582	19.84438896	22.00206375	18.11969566	1499.593018	1455.441528	6.546316624	12.60500813	22.08398819	42.52297592	300.002533	1985.574097	653.9815674	78.40332794	69.91368103	0.503539979	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500012665	0.009204132	295.1520638	292.994389	317.6918484	-0.447737172	2.653840837	33.84857387	21.24356574	20.92322636	2.484180337	0.423203421	0.988274586	1.495905752	0.266245698	94.94024943	0.831995751	38.67413174	1447.763921	0.014112942	1736.323496	260.5080566
1937	oil	co	94	11:33:47	2873.5	0	53.81184946	0.495940312	555.655676	4	4	0	0	281.4165039	591.1140137	404.458252	0.523921786	0.315769475	-1	0.87	0.92	8.938505173	0.874469253	0.031570848	0.602703463	2.100495193	-1	1985.380127	0.5	274.1121989	10.1086488	1.644343777	22.08821106	2	4.644859791	1	9.289719582	20.74861526	22.08821106	19.1977253	800.6137695	759.62677	6.399395943	13.04945564	20.42233658	41.64461136	300.04953	1985.380127	1057.883057	78.43023682	54.29270935	0.562668741	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.50024765	0.010108649	295.2382111	293.8986153	317.6608132	-0.571917962	2.667815674	34.0151424	20.96568676	21.41841316	2.560837025	0.470805902	1.023471896	1.537365128	0.296413146	43.58020625	0.731485116	40.07729581	751.8067281	0.028686008	1736.153876	309.6975098
1937	oil	co	75	11:23:45	2281.5	0	48.15832567	0.552515056	401.8591202	3	3	0	0	288.5253906	608.7944336	412.0480957	0.526070912	0.323173681	-1	0.87	0.92	8.959234238	0.874479617	0.028185986	0.614315814	2.110020308	-1	1984.75769	0.5	280.4549912	10.77567118	1.583876968	21.54195404	2	4.644859791	1	9.289719582	21.7696209	21.54195404	20.75407028	600.4182129	564.2619019	5.610528946	12.70251369	16.82041931	38.08225632	300.0230103	1994.408691	448.4551697	78.44151306	48.58622742	0.605274141	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500115051	0.010775671	294.691954	294.9196209	319.1053835	-0.614908358	2.580281362	32.8943344	20.19182071	21.65578747	2.598312124	0.521498433	0.996404394	1.60190773	0.328588133	31.52243743	0.712185457	40.71031954	557.2634409	0.03518158	1744.069749	320.269043
1937	oil	co	50	11:11:43	1550	0	43.09410837	0.567690527	325.9134138	2	2	0	0	285.0275879	591.1254883	405.0927734	0.517822199	0.314709344	-1	0.87	0.92	8.959234238	0.874479617	0.02542735	0.607755606	2.073923765	-1	1983.032227	0.5	272.8720827	11.24557597	1.610257241	21.93553352	2	4.644859791	1	9.289719582	21.64764404	21.93553352	20.56000328	499.1739807	466.9490662	5.769326687	13.16646671	17.42656517	39.77003098	300.0487061	1983.032227	432.6927185	78.4443512	45.01579285	0.617330492	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.50024353	0.011245576	295.0855335	294.797644	317.2851492	-0.727840233	2.64309218	33.69384971	20.527383	21.79158878	2.619966725	0.534997099	1.032834939	1.587131786	0.337164435	25.56606629	0.69796352	41.20783924	460.6865471	0.038547144	1734.121262	306.0979004
1937	oil	co	214	12:34:27	6514.5	0	37.38561338	0.669506325	266.6615849	9	9	0	0	282.0966797	555.3588867	394.2683105	0.492046159	0.290065722	-1	0.87	0.92	8.938505173	0.874469253	0.022140354	0.589509167	1.968682819	-1	1982.619507	0.5	251.4492428	12.24652538	1.500487614	21.79870033	2	4.644859791	1	9.289719582	22.00600052	21.79870033	20.93093681	399.3881531	371.4337158	6.24890995	14.2960186	18.45301819	42.21611023	300.0195313	1982.619507	862.8140259	78.3866806	38.97114563	0.696666658	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500097656	0.012246525	294.9487003	295.1560005	317.219114	-0.882929089	2.621105058	33.43814329	19.14212469	21.90235043	2.637745359	0.624498939	1.120617444	1.517127915	0.394120442	20.90271649	0.717925093	45.29638232	366.0007662	0.046268565	1733.739798	273.262207
1937	oil	co	30	11:01:41	947.5	0	36.7797977	0.65586834	266.7443986	1	1	0	0	282.0053711	566.248291	399.1118164	0.501975767	0.295164643	-1	0.87	0.92	8.938505173	0.874469253	0.021781257	0.588005762	2.007934419	-1	1983.499756	0.5	255.9829458	12.52233835	1.564899032	22.10014725	2	4.644859791	1	9.289719582	22.00079918	22.10014725	20.75026703	399.869873	372.2433777	5.854100227	14.08446503	17.30552864	41.63562393	300.0102234	1983.499756	539.1711426	78.44515228	41.8377533	0.646495759	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500051117	0.012522338	295.2501472	295.1507992	317.3599538	-0.944522851	2.669757036	34.03342283	19.9489578	22.05047321	2.661685924	0.612616671	1.104858004	1.55682792	0.386549791	20.92480497	0.716586015	43.89996432	366.8984664	0.044007592	1734.509549	284.2429199
1937	oil	co	b31	12:59:17	959.5	0	19.27186152	0.815256239	139.4034281	2	2	0	0	297.7695313	525.1025391	399.5024414	0.432930696	0.239191564	-1	0.87	0.92	8.938505173	0.874469253	0.011622548	0.552493889	1.763452885	-1	1984.748535	0.5	207.5706269	13.31308625	1.358878776	21.29855537	2	4.644859791	1	9.289719582	22.33413887	21.29855537	21.33769035	199.1045532	184.6190796	6.358393669	15.09916973	18.39921951	43.69231033	300.0207214	1994.562988	533.8477783	78.36300659	33.41586304	0.733732522	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500103607	0.013313086	294.4485554	295.4841389	319.130071	-1.027139174	2.542095113	32.43998953	17.34081979	21.81634712	2.623931619	0.749482432	1.183216337	1.440715282	0.47392287	10.92407175	0.755086789	49.66107822	181.8184554	0.052638299	1744.184006	227.3330078
1937	oil	co	b46	13:06:33	1396	0	7.69900435	0.841520613	75.34292833	3	3	0	0	312.7766113	509.2116699	408.5488281	0.385763073	0.19768369	-1	0.87	0.92	8.938505173	0.874469253	0.004986634	0.512448453	1.628036277	-1	1984.985596	0.5	171.5705511	13.52135987	1.340442169	21.26649857	2	4.644859791	1	9.289719582	22.47167969	21.26649857	21.53329849	99.42965698	93.45466614	6.394541264	15.27097416	18.34943581	43.82078171	300.0050964	1994.883545	519.4199829	78.36177826	29.55796051	0.745844185	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500025482	0.01352136	294.4164986	295.6216797	319.1813601	-1.056187131	2.53710286	32.37679027	17.10581611	21.86908913	2.632395442	0.771622266	1.196660691	1.435734751	0.488091808	5.904005843	0.806197608	50.37256589	92.33583195	0.042000878	1744.464323	196.4350586
1937	oil	co	b96	13:32:10	2933	0	0.996428975	0.905122609	46.37247665	3	3	0	0	312.7766113	509.2116699	408.5488281	0.385763073	0.19768369	-1	0.87	0.92	8.917872429	0.874458936	0.001150965	0.512448453	1.628036277	-1	1984.985596	0.5	171.5685271	14.8291521	1.372720076	22.15752602	2	4.644859791	1	9.289719582	22.85818291	22.15752602	21.50016594	50.7994194	49.64429855	6.954158306	16.67579079	19.48737907	46.72994614	299.9879761	1983.591553	757.0354614	78.34030914	27.98491669	0.804127038	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.49993988	0.014829152	295.307526	296.0081829	317.3746413	-1.315976752	2.679106681	34.19831643	17.52252565	22.50785446	2.736815427	0.824763647	1.306386605	1.430428822	0.52214109	3.632834156	0.93409471	52.09242593	49.49949557	0.010486249	1734.569359	196.4350586
2014	cab	co	79	15:37:44	2630.5	0	72.687586	0.195811071	849.0811953	27	27	0	0	363.949707	736.5605469	494.557373	0.505879444	0.328558426	-1	0.87	0.92	10.02025795	0.875010129	0.042065102	0.649479693	2.023797609	-1	1999.469727	0.5	287.4157259	6.789347369	2.711140935	25.71806335	2	4.644859791	1	9.289719582	21.88662148	25.71806335	20.08556366	1575.858696	1520.660454	3.251829863	7.731461048	9.691823959	23.04301453	300.7772522	2001.978027	1.066743135	78.54049683	-38.44775009	-2.901414394	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503886261	0.006789347	298.8680634	295.0366215	320.3164772	-0.089226649	3.318373727	42.25048047	34.51901942	23.80234241	2.95959835	0.191768917	0.607232792	2.352365558	0.120212297	66.68725893	0.558363435	17.93478089	1510.097354	0.008632794	1751.751052	372.6108398
2014	cab	co	97	15:46:47	3174	0	71.85879314	0.186217584	1301.142519	28	28	0	0	352.6931152	695.9108887	471.9914551	0.49319213	0.321764521	-1	0.87	0.92	10.06666183	0.875033331	0.041665177	0.652412115	1.973134316	-1	2001.969482	0.5	281.8319389	6.190870993	2.600583421	24.8925457	2	4.644859791	1	9.289719582	21.16944885	24.8925457	19.3793087	2075.072808	2018.97625	3.026549816	7.114079952	9.425806046	22.15590286	300.7600403	1998.407959	1.111117959	78.54579163	-17.9324913	-2.86239481	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503800201	0.006190871	298.0425457	294.3194489	319.7452663	0.020155173	3.159364462	40.22321753	33.10913758	23.03099728	2.825016257	0.182558106	0.558781042	2.266235216	0.114422049	102.1992692	0.644456575	17.34783047	2008.533591	0.006206489	1748.673573	343.2177734
2014	cab	co	66	15:31:30	2257	0	71.02624061	0.199992031	641.5241594	26	26	0	0	365.2612305	732.8684082	498.1745605	0.501600524	0.320240094	-1	0.87	0.92	10.04340649	0.875021703	0.041170307	0.638436521	2.006422656	-1	2001.577271	0.5	280.4380212	6.777235534	2.652412524	25.35697365	2	4.644859791	1	9.289719582	21.52499199	25.35697365	19.65892792	1326.060112	1273.093438	3.110285759	7.582683563	9.477487564	23.10552597	300.7713623	1999.345337	1.251097202	78.54329681	-46.58947372	-2.930706978	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503856812	0.006777236	298.5069736	294.674992	319.8952468	-0.088184484	3.247981489	41.35275219	33.77006863	23.44098282	2.895867102	0.195777276	0.595568966	2.300298136	0.122732613	50.38742247	0.503909721	18.05254532	1262.771767	0.010153889	1749.470562	367.6071777
2014	cab	co	55	15:26:26	1953	0	63.99064622	0.197587994	463.0921778	25	25	0	0	362.5810547	717.7133789	496.1696777	0.49481079	0.30867991	-1	0.87	0.92	10.04340649	0.875021703	0.037102349	0.623834233	1.979456372	-1	2001.036987	0.5	270.2416665	6.35388438	2.519573502	24.50273705	2	4.644859791	1	9.289719582	20.66961861	24.50273705	18.85816193	1076.709099	1029.809075	3.024897575	7.219275951	9.714818001	23.18556213	300.7842102	2001.845825	1.287592053	78.54671478	-53.85046005	-2.8655653	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503921051	0.006353884	297.652737	293.8196186	320.2953249	-0.010538662	3.086623911	39.29666466	32.07738871	22.58617783	2.749865218	0.193472916	0.567050409	2.182814809	0.121283674	36.3743692	0.449687412	18.16801911	1020.50983	0.011392181	1751.658544	355.1323242
2014	cab	co	43	15:20:42	1609	0	58.71394084	0.214736557	357.9842309	24	24	0	0	353.0727539	674.2900391	472.6547852	0.476378512	0.299033416	-1	0.87	0.92	10.06666183	0.875033331	0.034107175	0.627722303	1.909776474	-1	1999.875122	0.5	261.6478682	6.686098254	2.444582015	24.24422646	2	4.644859791	1	9.289719582	20.715271	24.24422646	18.92290878	877.1641772	834.4092944	3.15674305	7.569355011	10.11090088	24.2442894	300.7510681	2000.807861	1.186038494	78.55538177	-58.32281113	-2.950150967	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503755341	0.006686098	297.3942265	293.865271	320.1292507	-0.056060253	3.039195588	38.68857256	31.11921755	22.47974873	2.73214584	0.20988496	0.594613573	2.137532268	0.131605526	28.12158793	0.429027137	19.5207236	825.8768711	0.013877839	1750.773567	321.2172852
2014	cab	co	35	15:16:08	1334.5	0	49.9007709	0.237377813	272.4026669	23	23	0	0	324.4016113	701.7380371	470.1416016	0.537716934	0.330032609	-1	0.87	0.92	10.06666183	0.875033331	0.029086716	0.613766442	2.163176793	-1	1998.122437	0.5	288.5184232	7.446115489	2.466298651	24.72890282	2	4.644859791	1	9.289719582	21.52189445	24.72890282	19.7028389	675.8409351	639.4927295	3.521448374	8.431048393	10.73476505	25.70116425	300.7714233	1999.885254	1.111102939	78.56065369	-60.09142685	-3.076611519	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503857117	0.007446115	297.8789028	294.6718945	319.9816335	-0.177238126	3.128647324	39.8246091	31.39356071	23.12539864	2.841194228	0.231463291	0.662348673	2.178845554	0.145184562	21.40013158	0.425966793	21.23412147	632.241053	0.016759415	1749.966255	377.3364258
2014	cab	co	16	15:06:14	741.5	0	46.41544018	0.298064919	265.9734586	23	23	0	0	324.4016113	701.7380371	470.1416016	0.537716934	0.330032609	-1	0.87	0.92	10.02025795	0.875010129	0.027067351	0.613766442	2.163176793	-1	1998.122437	0.5	288.510773	9.375454835	2.483834753	25.59773254	2	4.644859791	1	9.289719582	23.10423851	25.59773254	21.25453186	577.1346667	542.887688	4.152342796	10.32194233	11.49667835	28.57857704	300.7871704	2001.985596	1.419684887	78.56414795	-60.86584091	-3.342646599	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503935852	0.009375455	298.7477325	296.2542385	320.3176882	-0.485273969	3.294769357	41.93731419	31.61537186	24.35098553	3.058704626	0.288798681	0.810934604	2.247770022	0.181309429	20.89597816	0.489923541	24.99661429	536.1425065	0.021640307	1751.757674	377.3364258
2014	cab	co	63	0.645653935	2151.25	0	36.45712961	0.257467959	198.9898483	26.5	26.5	0	0	345.3859863	716.5437012	485.9202881	0.518382854	0.322020878	-1	0.87	0.92	10.05514193	0.875027571	0.021404496	0.621490895	2.079689557	-1	1994.843445	0.5	281.0619924	7.987573701	2.432045511	24.58212948	2	4.644859791	1	9.289719582	21.58053398	24.58212948	19.76115036	475.4403308	448.8137744	3.352015257	8.616721393	10.00650978	25.83286191	300.7489929	1999.800049	1.059370846	78.55950165	-60.21198655	-3.091097594	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.503744965	0.007987574	297.7321295	294.730534	319.9680007	-0.263144795	3.108982559	39.57459974	30.95787834	23.08133173	2.843151264	0.250433199	0.676937048	2.166214216	0.157137744	15.63261203	0.443475707	21.81997125	443.5157539	0.018081106	1749.88015	371.1577149
2014	cab	co	144	16:10:45	4612.5	0	32.87628489	0.350735975	186.8610977	31	31	0	0	351.2714844	612.0766602	458.7001953	0.426098874	0.25058375	-1	0.87	0.92	10.0900259	0.875045013	0.019335855	0.588088271	1.742460426	-1	1998.08606	0.5	219.062224	8.428113714	1.917165348	21.81924438	2	4.644859791	1	9.289719582	20.34715462	21.81924438	19.20589447	376.2204822	352.3872913	3.4508605	9.00402832	11.30540466	29.49820328	300.8094482	2002.174805	1.04108429	78.54602051	-59.06487656	-3.213625431	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504047241	0.008428114	294.9692444	293.4971546	320.3479616	-0.270173206	2.624395941	33.41220757	24.40817925	21.0831995	2.508721977	0.337975611	0.707230593	1.801491384	0.212345294	14.67719561	0.530271955	28.08079097	347.609646	0.026558299	1751.993078	260.8051758
2014	cab	co	156	16:16:28	4955	0	24.04961239	0.360281839	139.3548437	33	33	0	0	356.6450195	627.5056152	485.2177734	0.431646489	0.226751504	-1	0.87	0.92	10.11349869	0.875056749	0.014328443	0.525317614	1.759468325	-1	1998.081909	0.5	198.2301395	8.743211584	1.937521868	21.98958206	2	4.644859791	1	9.289719582	20.60800552	21.98958206	19.40116501	275.1556781	257.6689532	3.334611177	9.094514847	10.74956417	29.31738472	300.8278198	1997.863403	1.093338847	78.54179382	-57.26829147	-3.235945225	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504139099	0.008743212	295.1395821	293.7580055	319.6581374	-0.324692605	2.651821378	33.76318835	24.66867351	21.29879379	2.542132274	0.346830753	0.71429951	1.827832764	0.217938875	10.9451794	0.540829005	28.12379052	254.1740171	0.026610362	1748.243855	270.8605957
2014	cab	co	167	16:22:04	5291	0	14.66337634	0.379145072	95.77758659	34	34	0	0	360.1611328	596.0373535	465.6645508	0.395740668	0.218732605	-1	0.87	0.92	10.11349869	0.875056749	0.008957421	0.552717024	1.654918588	-1	1997.904297	0.5	191.2028795	9.055844202	1.910834403	21.88360214	2	4.644859791	1	9.289719582	21.12392998	21.88360214	20.18688393	175.7181094	164.9764026	3.251424789	9.216421127	10.15424824	28.78302002	300.8344421	1998.325195	1.182060242	78.54396057	-55.35407639	-3.252976894	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504172211	0.009055844	295.0336021	294.27393	319.7320241	-0.35228535	2.63472862	33.54463668	24.32821555	21.50376606	2.574257126	0.364277661	0.723894218	1.850362908	0.228964179	7.522750985	0.580553249	28.79664887	162.8454924	0.025929861	1748.64795	235.8762207
2014	cab	co	178	16:27:23	5610	0	9.6901881	0.406475601	74.9276289	35	35	0	0	371.6186523	581.652832	471.5666504	0.361098869	0.189264413	-1	0.87	0.92	9.922099113	0.87496105	0.0061093	0.524134604	1.565187399	-1	1998.336548	0.5	165.4612562	9.606965329	1.896158697	21.92899895	2	4.644859791	1	9.289719582	21.48643875	21.92899895	20.57531166	125.4870609	118.2901424	3.169076681	9.494617462	9.681283951	29.0053196	300.8675842	1999.885742	0.951331675	78.55817413	-54.56671143	-3.299072742	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504337921	0.009606965	295.0789989	294.6364388	319.9817116	-0.434614642	2.642038509	33.63161807	24.13700061	21.70771885	2.606574421	0.389435678	0.745879812	1.86069461	0.244872944	5.886177719	0.633422426	29.72449432	116.8819455	0.024643322	1749.822128	210.0341797
2088	46	co	102	16:03:22	3212	0	54.81828692	0.18405704	1378.285278	29	29	0	0	306.0163574	591.873291	410.8867188	0.482969815	0.30578601	-1	0.87	0.92	8.980059624	0.87449003	0.032139958	0.633136898	1.934123051	-1	1986.241821	0.5	265.5673019	6.255973788	2.648429448	26.58626556	2	4.644859791	1	9.289719582	22.94560814	26.58626556	21.16854668	1999.784546	1955.079346	6.623640537	10.74998379	18.5183506	30.0547657	299.9615784	1985.986694	285.4450073	78.57452393	84.29454041	1.019909739	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499807892	0.006255974	299.7362656	296.0956081	317.757864	0.001542095	3.493104307	44.45593981	33.70595603	24.76593685	3.135575975	0.18048117	0.844674858	2.290901117	0.113116642	108.2981096	0.704976645	23.54380321	1947.113046	0.006628434	1736.725564	285.8569336
2088	46	co	84	15:54:08	2658.5	0	54.74525624	0.213699554	968.9138708	28	28	0	0	308.4658203	598.1655273	415.449707	0.484313612	0.305460298	-1	0.87	0.92	8.938505173	0.874469253	0.032099524	0.630707646	1.939163071	-1	1986.598145	0.5	265.325716	7.557740297	2.75955667	27.43614006	2	4.644859791	1	9.289719582	24.23827171	27.43614006	22.38196754	1500.703125	1456.8573	6.631201267	11.6121664	17.14829826	30.02908325	299.9410095	1985.933838	432.9872742	78.56559753	77.29978943	1.024541736	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499705048	0.00755774	300.5861401	297.3882717	317.749407	-0.209140908	3.671873463	46.73640344	35.12423703	25.83720589	3.341890407	0.208894178	0.912316792	2.429573615	0.130982255	76.12329722	0.665071226	24.32837498	1448.901613	0.009192226	1736.638079	289.699707
2088	46	co	64	15:44:36	2086.5	0	50.25741899	0.228754061	795.9080095	26	26	0	0	303.5063477	591.2451172	420.6967773	0.486665786	0.288456234	-1	0.87	0.92	8.938505173	0.874469253	0.029515523	0.592719362	1.948048605	-1	1986.665405	0.5	250.5643075	7.807001663	2.66919987	26.96570015	2	4.644859791	1	9.289719582	23.67679596	26.96570015	21.81778526	1250.594482	1210.784058	6.344719887	11.49007034	16.97106361	30.73401451	299.9717407	1985.9198	637.3686523	78.56835175	71.57701111	1.04985702	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499858704	0.007807002	300.1157001	296.826796	317.7471609	-0.256502114	3.571955758	45.46303542	33.97296507	25.32124805	3.241088456	0.223256497	0.902755888	2.338332568	0.140019033	62.53318044	0.657349264	24.93162231	1203.480552	0.01041146	1736.625803	287.7387695
